ClienteID,Nome,Idade,Genero,Segmento,Localizacao
a0909a10-fb0f-49e5-98f6-7e0cbd2898b0,Alícia Rios,49,M,Alta Frequência,"Parnaíba, Piauí"
d2832c0d-2c0c-49c0-b14a-9ace46774ddc,Igor Sousa,30,M,Alta Receita,"Feira de Santana, Bahia"
32239f5d-2dec-4b01-bb81-33fb0b928003,Gael Henrique Cardoso,39,F,Alta Frequência,"Vitória, Espírito Santo"
a962a21a-0faf-4a84-b5fa-99f24b851e26,Heloisa Pinto,19,M,Recorrente,"Brasília, Distrito Federal"
b9ca5928-1e2d-42f6-880f-c9b3226f93e7,Srta. Maria Clara Pires,24,M,Alta Frequência,"Santana, Amapá"
4cb22b3d-c2d6-4712-a152-9522c1afd792,Marina Cassiano,18,F,Alta Receita,"Brasília, Distrito Federal"
e6b23125-d568-492f-9032-5480b01b5658,Renan Garcia,69,F,Alta Frequência,"Fortaleza, Ceará"
08fe3f40-5fe1-4173-abdf-3df401f39146,Emanuella Rodrigues,58,F,Alta Frequência,"Boa Vista, Roraima"
1bc841bd-6b9c-4e6b-a495-1ebbd7c8ccb8,Emanuel Cunha,40,M,Recorrente,"Goiânia, Goiás"
1bc2b4b4-6a40-4733-a75b-7c2c12be16cb,Heloísa Sampaio,54,M,Alta Receita,"Ji-Paraná, Rondônia"
b6b4d8e7-4421-41e1-aa8b-5fc8d006862a,Vitória Pastor,50,M,Alta Receita,"Rio de Janeiro, Rio de Janeiro"
95eb3914-eac9-4c18-b63e-7ed4e6233aa1,Dr. Emanuel Peixoto,52,M,Alta Receita,"Rio Branco, Acre"
3730bf79-913a-47af-a917-9e028868b644,Mariana Cavalcanti,40,M,Recorrente,"Fortaleza, Ceará"
71f07cbe-cb72-4b16-9631-51519c672338,Levi da Luz,24,F,Alta Frequência,"Brasília, Distrito Federal"
bbc10bbe-ed1c-4d70-b6d2-58239b354089,Gael Henrique Guerra,57,F,Alta Receita,"Campo Grande, Mato Grosso do Sul"
89131a4a-c5c6-4d8a-a022-7afc4ba82162,Ayla Pacheco,68,F,Alta Frequência,"Uberlândia, Minas Gerais"
207495ab-b1cb-4822-8bee-18761d876a3e,Ian Sousa,39,M,Alta Receita,"Belo Horizonte, Minas Gerais"
db6fdf8b-f316-491d-8896-4456b344dde4,Rhavi Gonçalves,70,F,Alta Frequência,"Porto Velho, Rondônia"
b6630e4c-94a6-4978-a64f-cefbe8ca0bd2,Srta. Ana Júlia Moreira,20,F,Alta Frequência,"Caxias do Sul, Rio Grande do Sul"
3b5745df-e034-4e68-89fd-911f2e06e33a,Isaque Aragão,51,M,Recorrente,"Aracaju, Sergipe"
8b2dfd83-9b5d-43c9-9bb9-c17382278cac,Isaque Nascimento,51,F,Recorrente,"Vila Velha, Espírito Santo"
866b5f44-56d0-4a82-9564-b4788d620ba6,Ayla da Luz,36,F,Alta Frequência,"Vitória, Espírito Santo"
22dcb06c-8c85-428e-9502-ec6742da1572,Augusto Lima,36,F,Alta Receita,"Natal, Rio Grande do Norte"
348e90ae-d680-4541-99a9-a8347d91f485,Henry Sampaio,23,F,Alta Frequência,"Parnaíba, Piauí"
25d7ad5e-8498-440a-96e1-cf6ba2e13d75,Melina Barbosa,38,F,Recorrente,"Aracaju, Sergipe"
8bf640ea-a244-496a-b88e-33d16c1036cd,Lorenzo Marques,49,F,Recorrente,"Caruaru, Pernambuco"
fe24fcd4-46bc-45db-ae6c-3a9b2a257ecc,Sr. Arthur Gabriel Teixeira,51,M,Alta Frequência,"Rio de Janeiro, Rio de Janeiro"
c67a56e3-06fe-4fcf-87b1-326502f39ad2,Amanda Silveira,55,M,Recorrente,"Parintins, Amazonas"
2a38746e-528f-4346-9569-064107c4d918,Dra. Anna Liz Barros,52,M,Alta Frequência,"São Luís, Maranhão"
f3fd9e32-7b14-43c9-b0bf-7f5ab01de936,Pedro Lucas Viana,30,F,Recorrente,"Sobral, Ceará"
5f1d3663-a5c5-4fe1-89fd-f534e4f078a1,Apollo Silveira,65,M,Recorrente,"Santana, Amapá"
50168bd5-5a74-4822-bd07-f9132657abb6,Bruna Vieira,31,M,Alta Receita,"João Pessoa, Paraíba"
4a3461e7-a546-40ad-8107-75f3ea0ce0e1,José Pedro Castro,63,F,Alta Frequência,"Boa Vista, Roraima"
25dfa1fb-d011-4cb3-8bb7-ecee15c535c9,Ágatha Mendes,49,M,Recorrente,"Rio de Janeiro, Rio de Janeiro"
e9066120-85b0-49fe-bdbb-4c184984e0ab,Dom Cavalcanti,20,F,Alta Frequência,"Vitória, Espírito Santo"
805cc2d7-49fa-48d6-8362-f40bd3090fc5,Ana Cecília Dias,36,M,Alta Frequência,"Rio de Janeiro, Rio de Janeiro"
81d42b2f-0a56-4d1c-b808-26ff61235319,Nina Alves,29,F,Alta Frequência,"Uberlândia, Minas Gerais"
00b73636-0c81-43cc-9965-ef480b4d2de2,Joana da Cruz,20,M,Alta Frequência,"Campina Grande, Paraíba"
576bd523-a2fc-4b34-9868-ffda60bdc662,Luiz Miguel Silveira,57,F,Alta Receita,"Campo Grande, Mato Grosso do Sul"
2663afff-87b0-4378-866b-9910841169cd,Maria Flor Nunes,31,F,Alta Receita,"Uberlândia, Minas Gerais"
2636c245-69b8-4f33-bc5d-815e1f79260c,Thomas da Conceição,44,F,Alta Receita,"Rio de Janeiro, Rio de Janeiro"
a94c8612-5e9b-4593-9257-06d0fd9c635d,Luiz Otávio das Neves,70,F,Alta Receita,"Salvador, Bahia"
93aad0c7-c8fe-4dd7-ab94-906dd252f321,Ana Cecília Novaes,58,F,Alta Frequência,"Campo Grande, Mato Grosso do Sul"
7842cbc6-a001-4ba6-8a14-8b9fb6db95fb,Nicolas Costela,26,M,Alta Frequência,"Niterói, Rio de Janeiro"
db247ea2-9a23-43fe-a901-c88c3d8a3090,Natália Pinto,25,M,Alta Receita,"Vitória, Espírito Santo"
0459be16-ffad-4df2-8959-95ec5ae654b7,Valentina Cirino,52,F,Alta Frequência,"Manaus, Amazonas"
448f3dbc-0f8a-4e7c-9084-061b20323ec5,Davi Gonçalves,61,F,Alta Receita,"Campinas, São Paulo"
1fcfcb8e-8750-4e7b-95bb-e3a440b87dc3,Vitória Sousa,36,F,Alta Frequência,"Anápolis, Goiás"
bbb890de-a025-480b-82f8-bae40145d3df,Felipe Novaes,43,M,Alta Frequência,"Curitiba, Paraná"
e1656eaf-7f9a-4ca7-b940-964ff2cd4e4b,Valentim Correia,30,M,Recorrente,"Anápolis, Goiás"
300c0f07-c38b-4bdd-b7da-bc6860ca5ead,Ana Luiza Guerra,48,M,Alta Frequência,"Santana, Amapá"
ac49b6e2-27a4-474d-be02-99f6448e8117,Diego Sampaio,42,M,Alta Frequência,"Maceió, Alagoas"
4b8f05ff-ad8b-4dd9-9e7b-adb8666bd0ee,Srta. Stephany Oliveira,33,F,Recorrente,"Curitiba, Paraná"
bb0570e4-aabf-422f-ab64-0937a52aea24,Nicolas da Rosa,65,M,Alta Receita,"Campina Grande, Paraíba"
e1236175-3e22-4676-854d-35aa28998ac0,Caroline Freitas,60,M,Alta Frequência,"Campo Grande, Mato Grosso do Sul"
87400c48-d854-43ef-b9a8-93f3b8e55770,Hadassa Caldeira,20,M,Alta Frequência,"Campinas, São Paulo"
40793ca3-c73e-44ab-b5f5-431f4f40f6ed,Ravi Aparecida,29,F,Alta Receita,"Imperatriz, Maranhão"
f209329d-4aa7-44e2-a3e3-1ac9d27102f1,Maria Julia Castro,43,F,Alta Frequência,"Palmas, Tocantins"
5fa881b0-c013-4339-b236-57ec5acc0d2f,Asafe Cirino,32,M,Recorrente,"Fortaleza, Ceará"
b89b9722-3aa4-4cd7-89e5-8ebc673d4de0,Maria Eduarda Fernandes,60,F,Alta Frequência,"Araguaína, Tocantins"
4b38a57b-2fdc-4da3-aee5-1b7a8b20cc44,Antônio Rios,33,F,Recorrente,"Natal, Rio Grande do Norte"
4ec75bdc-6094-474c-b846-e9c515a8cb98,Lara da Rocha,53,F,Alta Frequência,"Boa Vista, Roraima"
d0919dcd-f5c0-4490-9361-b11d8352aaba,Sofia Almeida,44,M,Recorrente,"Belém, Pará"
